city,colors,shape,state,time
New York City,,DISK,NY,10/1/1970 21:00
Bellmore,,DISK,NY,10/10/1970 16:00
Manchester,,,KY,10/10/1970 19:00
Westland,,,MI,10/15/1970 10:00
San Diego,,LIGHT,CA,10/15/1970 23:00
Lindenhurst,,SPHERE,NY,10/29/1970 19:50
Corpus Christi,,OVAL,TX,10/30/1970 3:00
Rochester,RED,,NY,11/1/1970 20:30
Beardstown,,LIGHT,IL,11/5/1970 1:00
Franklin,,SPHERE,TN,11/7/1970 21:00
Columbus,RED,SPHERE,OH,11/15/1970 20:00
Somerville,,DISK,NJ,11/15/1970 21:00
Union,,DISK,NJ,12/1/1970 16:30
Albuquerque,,OTHER,NM,12/5/1970 20:00
Newton Centre,YELLOW,OTHER,MA,12/15/1970 21:00
Meriden,,,CT,12/20/1970 17:00
Lake  Wales,,OVAL,FL,12/21/1970 19:00
Colorado Springs,,RECTANGLE,CO,12/24/1970 0:00
Berlin,,CYLINDER,NJ,12/24/1970 18:00
Tewksbury,,,MA,1/7/1971 22:00
Waverly Hall,,CIRCLE,GA,2/1/1971 18:30
Gorham,,LIGHT,NH,2/1/1971 19:00
Conshohocken,,CIRCLE,PA,2/5/1971 18:45
Havensville,,CIRCLE,KS,2/5/1971 20:30
Everglades,,DISK,FL,2/15/1971 0:00
Savannah,,CIRCLE,GA,2/15/1971 19:00
Deltona,,VARIOUS,FL,2/15/1971 21:00
Los Angeles,,OTHER,CA,3/3/1971 18:00
Boulder Creek,,CIGAR,CA,4/1/1971 21:00
Santa Rosa,,LIGHT,CA,4/3/1971 20:00
Orlando,,DISK,FL,4/5/1971 18:00
Talladega,,DISK,AL,4/5/1971 19:00
Osceola,,DISK,IA,4/6/1971 20:00
Carrolton,,CIRCLE,GA,4/11/1971 23:00
Dennis,,,MA,4/14/1971 20:00
Rural New Mexico,,TRIANGLE,NM,4/15/1971 3:15
Burlington,,CIRCLE,NC,4/15/1971 15:30
Thomasville,,DISK,GA,4/15/1971 21:00
Lewisburg,,TRIANGLE,WV,5/1/1971 2:00
Cherokee,,LIGHT,AL,5/1/1971 19:00
Molson,,CIRCLE,WA,5/5/1971 18:00
New Martinsville,,LIGHT,WV,5/5/1971 20:00
Cowpen,,CONE,SC,5/15/1971 16:00
Irmo,,CIRCLE,SC,5/20/1971 16:00
Kennett Square,,DISK,PA,5/21/1971 18:00
Palos Verde,,SPHERE,CA,5/29/1971 21:00
Holliday,,DISK,TX,6/1/1971 1:00
Newport,,LIGHT,TN,6/1/1971 1:00
Westminster,,FLASH,CO,6/1/1971 3:00
Albany,ORANGE,DISK,GA,6/1/1971 8:00
Vancouver,,DISK,WA,6/1/1971 11:30
Berne,,DISK,IN,6/1/1971 14:00
Forrest City,,DISK,AR,6/1/1971 17:00
Moultrie,,CIGAR,GA,6/1/1971 21:00
Victorville,,LIGHT,CA,6/6/1971 21:00
Fremont,,CIRCLE,CA,6/10/1971 9:00
Allen,,SPHERE,MD,6/10/1971 10:00
Goodman,,DISK,MO,6/10/1971 11:00
Portage,,CIGAR,WI,6/10/1971 15:00
Spokane,,DISK,WA,6/10/1971 15:50
Broken Bow,,TRIANGLE,OK,6/14/1971 20:45
Sparta,,OVAL,NJ,6/15/1971 0:45
Brockton,,DISK,MA,6/15/1971 11:00
Orange,,DISK,CA,6/15/1971 12:00
Chuluota,,TRIANGLE,FL,6/15/1971 20:00
Santa Clara,,DISK,CA,6/15/1971 20:00
Karnes County,ORANGE,CIRCLE,TX,6/15/1971 23:10
Sunnyvale,,OTHER,CA,6/27/1971 23:00
Vandenberg AFB,,DISK,CA,6/30/1971 1:00
Yellowstone National Park,,EGG,WY,6/30/1971 14:00
Morrice,,DISK,MI,6/30/1971 20:00
Ashland,,DISK,VA,6/30/1971 21:00
Dayton,,OVAL,OH,6/30/1971 22:00
Georgia,,CIRCLE,GA,7/1/1971 13:00
Morgantown-Martinsville area,,OTHER,IN,7/1/1971 20:00
Santa Barbara,,,CA,7/4/1971 19:00
Liberal,,CIGAR,KS,7/4/1971 22:00
Colorado River Highway,,CHEVRON,AZ,7/5/1971 3:00
New Orleans,,OVAL,LA,7/10/1971 14:00
St. Cloud,,LIGHT,MN,7/10/1971 18:00
Danese,,,WV,7/14/1971 22:00
Genoa,,CIGAR,WV,7/15/1971 12:00
Big Rapids,,OVAL,MI,7/15/1971 18:00
Steelville,,LIGHT,MO,7/15/1971 20:00
Hancock,,FORMATION,MI,7/15/1971 22:00
Wauwatosa,,DISK,WI,7/17/1971 21:00
Kelso,,TRIANGLE,WA,7/20/1971 4:00
Manchester,,LIGHT,CT,7/20/1971 21:00
New Goshen,,DIAMOND,IN,7/20/1971 22:00
Tucson,,TEARDROP,AZ,7/22/1971 0:15
Allentown,,LIGHT,PA,7/25/1971 0:00
Puyallup,,CIRCLE,WA,7/25/1971 23:40
Bolivar,ORANGE,CIGAR,MO,7/30/1971 18:00
Lamoille,,CIGAR,NV,8/1/1971 15:00
Goldsmith,,LIGHT,TX,8/1/1971 20:00
Fredonia,,,AL,8/1/1971 21:00
Kauai,,DISK,HI,8/2/1971 20:00
Holt,,DISK,CA,8/9/1971 23:00
Corning,,DISK,NY,8/10/1971 22:00
Fallsburg,,CROSS,NY,8/11/1971 13:00
Beavercreek,,LIGHT,OH,8/15/1971 19:00
Woodland,,LIGHT,WA,8/15/1971 23:00
Nuevo Laredo,,FORMATION,TX,8/17/1971 18:30
Quonsett Pt. NAS,,OTHER,RI,8/17/1971 22:15
Oakland,,DISK,CA,8/19/1971 0:00
North Ridgeville,,CIRCLE,OH,8/20/1971 21:30
FREEWAY BY AIR FORCE BASE,,CIGAR,CA,9/1/1971 4:00
Humboldt,,CIGAR,IA,9/1/1971 8:00
Dexter,,SPHERE,ME,9/1/1971 14:00
Buffalo,,TRIANGLE,NY,9/1/1971 15:00
Orono,RED,RECTANGLE,ME,9/1/1971 22:00
Forest Grove,,CIRCLE,MI,9/1/1971 22:30
Indianapolis,,OTHER,IN,9/10/1971 19:00
Mojave Desert,,DISK,CA,9/15/1971 1:00
San Antonio,RED,OVAL,TX,9/15/1971 10:30
Houston,,CIRCLE,TX,9/15/1971 18:00
Crescent City,,,CA,9/15/1971 19:00
Blacksburg,,DISK,SC,9/15/1971 20:00
Hazlet,,DISK,NJ,9/15/1971 23:00
Woodland,,DISK,WA,9/20/1971 16:00
St. Marys,,CIGAR,PA,9/30/1971 7:30
Pasadena,,DISK,CA,10/1/1971 22:00
Lexington,,OVAL,NC,10/10/1971 21:00
Menands,,CHEVRON,NY,10/12/1971 22:00
Bristol,,DISK,CT,10/13/1971 21:00
Lago Vista,,FORMATION,TX,10/15/1971 0:00
Bremerton,,DISK,WA,10/15/1971 18:00
Litchfield,,CIRCLE,CT,10/15/1971 20:30
Tinley Park,,DISK,IL,10/15/1971 20:30
Bristol,,TRIANGLE,CT,10/29/1971 16:00
Holliston,,,MA,10/29/1971 18:45
Monterey Park,,CIRCLE,CA,11/12/1971 16:45
Lake Victor,,SPHERE,TX,11/15/1971 21:00
Knox,,DISK,NY,11/17/1971 21:00
Vindoen Island,YELLOW,DISK,OH,11/22/1971 8:05
Mountainview,,TRIANGLE,CA,12/20/1971 16:00
Oxnard,BLUE,SPHERE,CA,12/25/1971 8:00
Seattle,,TRIANGLE,WA,1/1/1972 16:00
Huntsville,,,AL,1/1/1972 20:00
Gering,,LIGHT,NE,1/5/1972 19:30
Malmstrom AFB,,,MT,1/15/1972 23:00
Blacksburg,,LIGHT,SC,1/18/1972 21:00
Cherry Hill,,,NJ,2/20/1972 6:30
Salinas,,CIGAR,CA,3/1/1972 23:30
Scottsville,,DISK,KY,3/4/1972 2:00
Chicago,,OTHER,IL,3/8/1972 18:00
Los Lunas,,,NM,3/15/1972 1:00
Panama City,,SPHERE,FL,3/15/1972 19:00
Millers Falls,,,MA,3/15/1972 22:00
Anaheim,,CYLINDER,CA,3/20/1972 17:30
Boca Raton,,TEARDROP,FL,3/24/1972 20:30
Indianapolis,,DISK,IN,4/1/1972 19:00
Sulphur Springs,BLUE,DISK,TX,4/1/1972 20:00
New Mexico,,,NM,5/1/1972 1:00
Moline,,SPHERE,IL,5/1/1972 18:00
Port Penn,BLUE,,DE,5/1/1972 18:30
Hico,,DISK,TX,5/5/1972 3:00
Livingston,,FIREBALL,MT,5/8/1972 16:00
Schaumburg,,OVAL,IL,5/15/1972 22:00
Wilmington,,OTHER,DE,5/30/1972 17:00
Gautier,,OTHER,MS,6/1/1972 0:00
Oxford,,LIGHT,MI,6/1/1972 0:00
Two Egg Mariana,,CIRCLE,FL,6/1/1972 2:30
Burnsville,,CYLINDER,NC,6/1/1972 6:00
Nevada Desert,,OVAL,NV,6/1/1972 12:00
Austin,,LIGHT,TX,6/1/1972 18:00
Farmers Branch,,SPHERE,TX,6/1/1972 18:00
Shelter Cove,,DISK,CA,6/1/1972 19:20
Monterey,,,CA,6/1/1972 20:00
Stratford,,CIGAR,WI,6/1/1972 20:00
Newnan,,,GA,6/1/1972 21:00
Greenville,GREEN,CIRCLE,SC,6/1/1972 21:30
Bilxoi,,DISK,MS,6/1/1972 22:00
Sierra Vista,,SPHERE,AZ,6/1/1972 22:00
Texas City,ORANGE,LIGHT,TX,6/1/1972 22:00
Winnebago,,TRIANGLE,IL,6/1/1972 22:00
Moreland,,LIGHT,KY,6/1/1972 22:30
Vienna,,CIGAR,MO,6/1/1972 23:00
Tate,,CIRCLE,GA,6/1/1972 23:30
Asheville,,OTHER,NC,6/2/1972 5:00
Lyndhurst,,OVAL,OH,6/7/1972 14:00
Anderson,RED ORANGE,CIRCLE,CA,6/9/1972 13:00
Millerton,BLUE,DISK,NY,6/10/1972 0:00
LaCoste,,CIRCLE,TX,6/10/1972 5:00
Broadelbin,,LIGHT,NY,6/11/1972 22:00
Allentown,,CHEVRON,PA,6/14/1972 22:15
Ohio City,,DISK,OH,6/15/1972 0:00
Two Egg,,CIRCLE,FL,6/15/1972 2:00
Union Grove,,FORMATION,AL,6/15/1972 20:30
Chermont,,OTHER,FL,6/15/1972 21:00
Greensboro,RED,DISK,NC,6/15/1972 21:00
Lowell,,OTHER,OH,6/15/1972 22:00
Provo,,DISK,UT,6/16/1972 18:30
Pocono Mts.,,LIGHT,PA,6/20/1972 5:30
Arlington Heights,,DISK,IL,6/20/1972 16:00
Arlington Heights,,DISK,IL,6/20/1972 16:00
Los Angeles,,LIGHT,CA,6/20/1972 20:00
Oregon City,,TRIANGLE,OR,6/22/1972 3:15
Williamsport,,CIGAR,PA,6/22/1972 18:00
Millerton,,DISK,NY,6/22/1972 23:45
Buffalo,RED,DISK,NY,6/24/1972 23:00
Albany,,CIGAR,NY,6/25/1972 15:00
Arroy Seco,GREEN,CIRCLE,CA,6/30/1972 0:00
Fairfield,,FIREBALL,CA,6/30/1972 0:00
Loomis,,,CA,6/30/1972 0:00
Roanoke,,,VA,6/30/1972 3:30
Roanoke,,OVAL,FL,6/30/1972 3:30
Burnsville,,CIRCLE,NC,6/30/1972 5:00
Dallas,GREEN,,TX,6/30/1972 12:00
Sanford,,CIRCLE,FL,6/30/1972 14:00
Fort Stockton,,OTHER,TX,6/30/1972 15:00
Beachwood,,DISK,OH,6/30/1972 16:30
Tarpon Springs,,LIGHT,FL,6/30/1972 18:00
Lenoir,,DISK,NC,6/30/1972 19:00
Hutsonville,,DISK,IL,6/30/1972 20:00
Conway,,DISK,NC,6/30/1972 21:00
Greensboro,ORANGE,LIGHT,NC,6/30/1972 21:00
Highway,,CIRCLE,KS,6/30/1972 21:00
Fort Collins,,OTHER,CO,6/30/1972 23:00
Osowatomie,,CIRCLE,KS,6/30/1972 23:00
Goshen,BLUE,OVAL,WI,7/1/1972 0:00
Stone Mountain,,CIRCLE,GA,7/1/1972 3:00
Salt Lake,,OVAL,UT,7/1/1972 12:00
Bedford Park,,OTHER,IL,7/1/1972 15:00
Provo,,DISK,UT,7/1/1972 19:00
Campbell,,OVAL,CA,7/1/1972 21:30
Rehobeth Beach,RED YELLOW,DISK,DE,7/4/1972 21:00
Powell,,FIREBALL,WY,7/5/1972 1:00
Park City,,DISK,KS,7/5/1972 14:00
Bryan,,TRIANGLE,TX,7/9/1972 21:00
Southington,,DISK,CT,7/12/1972 12:15
East Brunswick,,DISK,NJ,7/15/1972 0:00
Sioux Falls,,CYLINDER,SD,7/15/1972 0:00
Kekaha Highway,,CIRCLE,HI,7/15/1972 13:00
Brea,,OTHER,CA,7/15/1972 16:00
Indianapolis,RED YELLOW,CIGAR,IN,7/15/1972 17:00
Morton,ORANGE,TRIANGLE,MN,7/15/1972 17:00
Chesterfield,,CIGAR,NH,7/15/1972 20:00
Houston,,LIGHT,TX,7/15/1972 20:00
Cincinnati,,TRIANGLE,PA,7/15/1972 21:00
El Paso,,LIGHT,TX,7/15/1972 22:00
Medford,,LIGHT,OR,7/15/1972 22:00
Mariemont,,OVAL,OH,7/15/1972 23:00
Williamsport,,FIREBALL,PA,7/20/1972 15:00
Wayland,,LIGHT,MA,7/21/1972 22:00
West Pittson,,CIRCLE,PA,7/28/1972 0:00
Mojave,,LIGHT,CA,7/30/1972 18:00
Phoenix,,DISK,AZ,8/1/1972 15:00
Ponca City,,LIGHT,OK,8/2/1972 2:00
Tucson,,CYLINDER,AZ,8/2/1972 23:00
High Island,,LIGHT,TX,8/4/1972 23:00
Bloomington,,CIRCLE,IL,8/10/1972 12:10
Cincinnati,,DIAMOND,OH,8/10/1972 16:00
Milford,,CIRCLE,CT,8/14/1972 6:00
Ellensburg,,CIRCLE,WA,8/15/1972 1:00
Mt. Sterling,,DISK,OH,8/15/1972 1:00
Roanoke,,CIRCLE,VA,8/15/1972 9:00
Aberdeen,,TRIANGLE,MD,8/18/1972 1:30
Milwaukie,,LIGHT,OR,8/20/1972 19:00
Sayreville,GREEN,LIGHT,NJ,8/22/1972 22:30
Coldwater,,TRIANGLE,AL,8/25/1972 8:30
Cincinnati,,DIAMOND,OH,8/25/1972 17:00
Waukesha,,OVAL,WI,8/28/1972 1:15
Bixby South,,CIRCLE,OK,8/28/1972 23:15
Anchorage,BLUE,CIRCLE,AK,8/30/1972 1:30
Onawa,RED,DISK,IA,9/1/1972 10:00
Lago Vista,,LIGHT,TX,9/1/1972 19:00
Loveland,,DISK,OH,9/1/1972 22:00
Panama City,,,FL,9/15/1972 3:00
Tupelo,,OVAL,MS,9/15/1972 7:00
Maple Valley,,DISK,WA,9/15/1972 18:00
Rensselaer,,LIGHT,IN,9/15/1972 21:00
Hermann,ORANGE GREEN,DISK,MO,9/20/1972 16:00
Hartville,,CHEVRON,MO,9/20/1972 17:30
Sweet Home,,,OR,10/1/1972 0:00
Potwin,,,KS,10/1/1972 1:00
Denton,,,TX,10/1/1972 4:00
Mosheim,,DISK,TX,10/1/1972 20:00
Monroe,,RECTANGLE,WA,10/1/1972 23:00
Pickens,,CHEVRON,SC,10/1/1972 23:00
Greenville,,LIGHT,SC,10/4/1972 22:00
Fortuna,,SPHERE,CA,10/5/1972 21:45
Eatonton,,DISK,GA,10/8/1972 18:45
Harlan County,,CIRCLE,KY,10/10/1972 19:00
West Bloomfield,,DISK,MI,10/10/1972 22:30
North Tarrytown,,DISK,NY,10/15/1972 16:00
New Albany,,DISK,IN,10/17/1972 21:00
Wellsville,,DISK,NY,10/25/1972 20:00
Monroeville,,CYLINDER,AL,10/29/1972 15:30
Winding Stair Camp Ground,,LIGHT,OK,11/1/1972 1:00
Trinidad,,LIGHT,CA,11/1/1972 8:00
Crescent City,,,CA,11/1/1972 19:30
Hiawassee,,CIRCLE,GA,11/1/1972 22:00
Tucson,,TRIANGLE,AZ,11/8/1972 20:00
Lebanon,,OVAL,TN,11/20/1972 21:00
Chattanooga,,CIRCLE,TN,12/1/1972 17:00
Eddington,,CIRCLE,ME,12/1/1972 19:00
Osowatomie,,CIRCLE,KS,12/1/1972 20:00
Colorado Springs,,DISK,CO,12/24/1972 2:00
Chattanooga,,OVAL,TN,1/1/1973 23:30
Mussel Shoals,ORANGE,OVAL,AL,1/8/1973 21:00
Farmington,,LIGHT,NM,1/12/1973 3:00
Scranton,,RECTANGLE,PA,1/14/1973 19:00
Glendora,,DISK,CA,1/28/1973 23:38
Honolulu,BLUE,SPHERE,HI,2/1/1973 22:00
Port Sulphur,,CIRCLE,LA,2/1/1973 23:00
Roanoke,,SPHERE,VA,2/2/1973 21:00
Fort Rucker,,LIGHT,AL,2/3/1973 16:00
Houston,,RECTANGLE,TX,2/10/1973 16:00
Lake Okeechoobee,,,FL,2/15/1973 22:00
Santa Fe,,,NM,3/1/1973 1:00
Winston-Salem,,LIGHT,NC,3/1/1973 6:00
St. Augustine,,LIGHT,FL,3/1/1973 20:00
Plain,,OTHER,WA,3/12/1973 2:00
New Orleans,,CIRCLE,LA,3/13/1973 4:00
Inkster,,FIREBALL,MI,3/15/1973 5:00
Hartford,,TRIANGLE,CT,3/15/1973 17:00
Sacramento,,CYLINDER,CA,3/23/1973 17:00
Lufkin,,DISK,TX,4/1/1973 0:00
Houston,,DISK,TX,4/5/1973 21:30
Goose Creek,BLUE,CIRCLE,SC,4/15/1973 11:00
Mayfield,,CIGAR,KY,4/15/1973 15:00
Glenolden,,OVAL,PA,4/15/1973 18:30
Oakcliff,RED GREEN,CIRCLE,TX,4/16/1973 16:00
Grand Chenier,,SPHERE,LA,4/25/1973 18:30
Ocean Springs,,TRIANGLE,MS,4/28/1973 20:00
Gaithersburg,GREEN,DISK,MD,5/1/1973 9:00
Brownfield,,LIGHT,TX,5/1/1973 14:00
Rockville,,OTHER,MD,5/1/1973 20:00
Texas City,,DISK,TX,5/1/1973 20:00
Hampton,ORANGE,FIREBALL,AR,5/5/1973 3:00
San Luis Obispo,,,CA,5/14/1973 16:00
Madison,,DISK,AL,5/14/1973 20:00
Tacoma,,SPHERE,WA,5/15/1973 1:30
Chugiak,,RECTANGLE,AK,5/15/1973 22:00
Huntsville,,DISK,AL,5/19/1973 20:10
Huntsville,,CYLINDER,AL,5/21/1973 20:00
Peoria,,OVAL,IL,5/23/1973 0:00
Bentonville,,OTHER,AR,6/1/1973 0:00
Schenectady,,CIRCLE,NY,6/1/1973 0:00
Sultan,,CIRCLE,WA,6/1/1973 0:00
Folkston,,LIGHT,GA,6/1/1973 2:00
Oak Harbor,,,WA,6/1/1973 3:00
San Rafael,,OVAL,CA,6/1/1973 13:00
Gainsville,,SPHERE,GA,6/1/1973 18:00
Eddington,,CIRCLE,ME,6/1/1973 19:00
Landis,,LIGHT,NC,6/1/1973 19:30
Austin,,SPHERE,TX,6/1/1973 21:00
Fredericktown,,LIGHT,MO,6/1/1973 21:00
Pensacola,,CIRCLE,FL,6/1/1973 21:00
Honolulu,,DISK,HI,6/1/1973 22:30
Larchwood,,DIAMOND,IA,6/6/1973 22:00
Brockton,,SPHERE,MA,6/6/1973 23:00
La Porte,,DISK,TX,6/7/1973 15:00
Clearfield,,LIGHT,PA,6/8/1973 17:00
St. Charles,,SPHERE,MO,6/10/1973 21:00
Irwin,,OTHER,PA,6/12/1973 21:00
Blackhawk,,CIRCLE,CO,6/15/1973 0:00
Mechanicsburg,RED,DISK,PA,6/15/1973 0:00
Fort Lawn,,OVAL,SC,6/15/1973 6:00
Huntington Beach,,CIGAR,CA,6/15/1973 6:00
Los Alamos,,CIGAR,NM,6/15/1973 8:00
Hillsboro,RED,CIRCLE,WV,6/15/1973 14:00
Bridgeport,,DISK,AL,6/15/1973 15:30
Tampa,,CIGAR,FL,6/15/1973 19:30
River Vale,,CIRCLE,NJ,6/15/1973 20:00
Decatur,,CIRCLE,AL,6/15/1973 21:00
Medaryville,,DISK,IN,6/15/1973 21:00
Ballwin,,DISK,MO,6/15/1973 21:30
Upper Freehold,RED GREEN,DISK,NJ,6/15/1973 21:50
Citrus Heights,,CHEVRON,CA,6/15/1973 22:00
Hampton,BLUE,FORMATION,VA,6/15/1973 22:00
Whitesburg,,LIGHT,KY,6/15/1973 22:00
Calera,,DISK,AL,6/15/1973 22:30
San Jose,,TRIANGLE,CA,6/15/1973 22:30
Weslaco,ORANGE,FORMATION,TX,6/15/1973 23:00
Teterboro Airport,,CIGAR,NJ,6/21/1973 2:00
Jackson,,OVAL,TN,6/21/1973 21:00
Hinsdale,,DISK,MA,6/22/1973 10:00
East Liverpool,,SPHERE,OH,6/25/1973 22:00
Los Alamos,,,NM,6/30/1973 0:00
Ocala,,,FL,6/30/1973 2:00
Whitesburg,,CIGAR,KY,6/30/1973 17:30
West Allis,,LIGHT,WI,6/30/1973 20:00
Newport Beach,,FORMATION,CA,6/30/1973 23:00
Dobson,,DISK,MT,7/1/1973 0:00
Erie,,LIGHT,PA,7/1/1973 0:00
Titusville,,,PA,7/1/1973 0:00
Gaithersburg,GREEN,DISK,MD,7/1/1973 8:00
Perth,ORANGE,LIGHT,NY,7/1/1973 20:00
Powell,,SPHERE,OK,7/1/1973 20:00
Macon,,DISK,GA,7/1/1973 21:00
Richmond,,OTHER,CA,7/1/1973 21:00
Alabama,,,AL,7/1/1973 22:00
Wolf Lake,,LIGHT,IN,7/1/1973 22:00
Fort Huachuca,,OTHER,AZ,7/1/1973 22:30
Oakcliff,,DISK,TX,7/4/1973 8:00
Powell,,,WY,7/5/1973 1:00
Stockton,,VARIOUS,CA,7/5/1973 20:00
Portland,,FIREBALL,OR,7/7/1973 17:30
Odessa,,DISK,TX,7/7/1973 18:00
Odessa,,DISK,TX,7/7/1973 18:00
Odessa,,DISK,TX,7/7/1973 18:00
Greensboro,,CIGAR,NC,7/8/1973 20:30
Bar Harbor,,CIRCLE,ME,7/10/1973 0:00
Norwalk,,CIGAR,CT,7/12/1973 0:00
Green Bay,,OTHER,WI,7/14/1973 1:00
Lexington,,OVAL,NC,7/14/1973 20:00
Rochester,,SPHERE,NY,7/15/1973 16:30
Columbus?,,OTHER,OH,7/15/1973 18:00
Poland,,CONE,OH,7/15/1973 18:00
Connellsville,,TRIANGLE,PA,7/15/1973 20:00
Cleveland,,OVAL,OH,7/15/1973 21:00
Dallas,,CIRCLE,TX,7/15/1973 21:00
Decatur,,TRIANGLE,GA,7/15/1973 21:00
Asheville,ORANGE,DISK,NC,7/17/1973 21:00
Martinsburg,,DISK,WV,7/20/1973 19:00
Salem,RED,CIRCLE,IL,7/20/1973 21:30
Kenosha,,OTHER,WI,7/22/1973 1:00
Warm Springs,GREEN,DISK,OR,7/22/1973 9:00
Gilmanton,,CIRCLE,NH,7/22/1973 19:45
Nags Head,GREEN,,NC,7/23/1973 20:10
Blackfoot,,TRIANGLE,ID,7/24/1973 2:24
St. Croix Falls,,DIAMOND,WI,7/24/1973 5:32
Milwaukee,,,WI,7/25/1973 20:00
Burlington,,DISK,NC,7/31/1973 18:20
Morrow,,TRIANGLE,GA,8/1/1973 0:00
Scituate,,TRIANGLE,MA,8/1/1973 0:00
Kittery,,FORMATION,ME,8/1/1973 4:00
Steubenville,,CYLINDER,OH,8/1/1973 13:00
Appleton,ORANGE,,WI,8/1/1973 22:00
Piedmont,,OVAL,MO,8/1/1973 22:00
Charles City Co.,,CIGAR,VA,8/2/1973 21:30
San Antonio,,SPHERE,TX,8/3/1973 21:45
Irvington,,OVAL,NJ,8/3/1973 22:00
Victory Lakes,,OVAL,NJ,8/5/1973 20:00
Denver,,TRIANGLE,CO,8/6/1973 22:00
Kenosha,,DISK,WI,8/10/1973 14:50
West Hazleton,,DISK,PA,8/12/1973 20:00
Mriemont,,OVAL,OH,8/12/1973 23:30
San Diego,,,CA,8/15/1973 0:00
Phillipsburg,,DISK,NJ,8/15/1973 19:00
Farmers Branch,,DISK,TX,8/15/1973 20:00
South China,,SPHERE,ME,8/15/1973 21:00
Hudson,RED,TRIANGLE,KS,8/15/1973 21:30
Takoma Park,,SPHERE,MD,8/15/1973 22:00
Brocton,,DISK,NY,8/15/1973 23:00
Yellville,,LIGHT,AR,8/19/1973 19:00
Poland,,TRIANGLE,OH,8/20/1973 19:00
Hallandale,,DISK,FL,8/25/1973 21:30
Robbins AFB,BLUE,CIRCLE,GA,9/1/1973 20:00
Elyria,,,OH,9/3/1973 9:00
Lewisburg,,TRIANGLE,PA,9/8/1973 20:00
Moss Point,,CIRCLE,MS,9/10/1973 17:00
San Antonio,,CIRCLE,TX,9/12/1973 23:00
Nassau,RED,DISK,FL,9/14/1973 23:00
Laguna Beach,,,CA,9/15/1973 2:00
Little Meadows,RED BLUE,OVAL,PA,9/15/1973 19:15
Baldwinsville,,,NY,9/15/1973 19:30
North Royalton,,DISK,OH,9/15/1973 19:30
Loomis,RED,LIGHT,CA,9/15/1973 23:00
Jefferson,,OVAL,IA,9/16/1973 23:30
Mansfield,,OVAL,OH,9/20/1973 10:00
Salina,,LIGHT,KS,9/20/1973 10:30
Mansfield,,CIGAR,OH,9/20/1973 15:15
Mansfield,,CIGAR,OH,9/20/1973 15:30
Houston,,CHEVRON,TX,9/20/1973 17:15
Philip,,DISK,SD,9/22/1973 15:00
Cape Girardeau,,DISK,MO,9/22/1973 18:02
Graybill,,DISK,IN,9/23/1973 0:00
Strongsville,,OTHER,OH,9/28/1973 0:00
Wooster,,TRIANGLE,OH,9/30/1973 22:30
Montezuma,,SPHERE,IN,10/1/1973 1:00
Virginia Beach,,DISK,VA,10/1/1973 15:00
Bloomington,,LIGHT,IN,10/1/1973 20:00
North St. Paul,,TRIANGLE,MN,10/1/1973 20:30
Waco,,TRIANGLE,TX,10/1/1973 20:45
Roseburg,,CYLINDER,OR,10/1/1973 21:00
Beatty,,DISK,NV,10/1/1973 21:30
Hixson,RED,OVAL,TN,10/1/1973 21:30
Valley City,,DISK,OH,10/1/1973 22:45
El Centro,,LIGHT,CA,10/6/1973 9:00
Tupelo,,DISK,MS,10/8/1973 18:30
Atwater,,OTHER,CA,10/8/1973 22:30
Niantic,GREEN,DISK,CT,10/10/1973 19:00
Jupiter,,EGG,FL,10/11/1973 16:45
Birmingham,GREEN,DISK,AL,10/12/1973 19:00
Weldon,RED,OVAL,NC,10/13/1973 18:00
Spokane,,CIRCLE,WA,10/15/1973 12:40
Collierville,,DISK,TN,10/15/1973 16:00
Chazy,,LIGHT,NY,10/15/1973 17:30
Englewood,,DISK,TN,10/15/1973 18:00
Houston,,CIRCLE,TX,10/15/1973 19:30
Millington,,DISK,TN,10/15/1973 20:00
Warner Robins,,CIGAR,GA,10/17/1973 21:30
Montgomery,,LIGHT,AL,10/17/1973 23:30
Baltimore,,DISK,MD,10/18/1973 0:00
Charlotte,,OVAL,NC,10/18/1973 20:00
New York City,,,NY,10/20/1973 0:00
Carthage,,FIREBALL,IN,10/20/1973 23:30
Federalsburg,,DISK,MD,10/21/1973 14:30
Baltimore,,DISK,MD,10/21/1973 17:30
Baltimore,,DISK,MD,10/21/1973 18:30
Jacksonville Beach,,VARIOUS,FL,10/24/1973 0:00
Centerville,,OTHER,OH,10/24/1973 18:45
Centerville,,CIRCLE,OH,10/24/1973 19:30
,,FIREBALL,OH,10/25/1973 23:30
Green River,,DISK,UT,10/30/1973 4:00
Green River,RED,DISK,UT,10/30/1973 4:00
Wilson,,CIGAR,OK,10/31/1973 19:30
Huntington,ORANGE,,NY,11/1/1973 19:00
Orange County,ORANGE,OVAL,CA,11/9/1973 1:00
Boone,,DISK,NC,11/10/1973 20:00
West Chester,,DISK,PA,11/11/1973 19:00
New York City,,DISK,NY,11/15/1973 0:00
Key West,RED,DISK,FL,11/15/1973 17:30
Colbert Heights,YELLOW GREEN,DISK,AL,11/15/1973 18:00
Talahassee,,LIGHT,FL,11/15/1973 23:00
Kapaa,,CIGAR,HI,11/23/1973 19:00
Florida,,OVAL,FL,11/24/1973 20:00
Vienna,,CIGAR,VA,11/25/1973 22:00
Avoca,RED,,IA,12/3/1973 19:00
Glen Rose,,LIGHT,AR,12/5/1973 19:00
